start	end	text	predictions
6412.86	6416.84	 All these people dependent on me tens of millions of dollars at stake, you know, it's	0.0
6417.52	6418.9	 sometimes I feel like I	0.0
6419.34	6421.74	 I've bitten off more than I can chew, you know	0.0
6422.78	6424.42	 You're a man with large appetites	0.0
6425.22	6425.78	 Yeah	0.0
6428.06	6431.76	 Is she fucking hitting on me yeah, yeah, yeah	1.0
6435.14	6439.22	 I suppose I put that on myself though, right my decision	0.0
6440.82	6446.02	 It's just hard to hard to learn to to control the anxiety sometimes, you know	0.0
6446.9	6447.74	 you know to	0.0
6448.62	6451.04	 Learn to relax and let go and	0.0
6451.68	6453.52	 To release the tension	0.0
6455.46	6456.92	 She is hitting on me	0.0
6457.96	6460.6	 Holy shit, I gotta release the tension	1.0
6465.7	6469.36	 Suppose we uh, we all just need to learn and uh	0.0
6470.94	6473.0	 Learn to do what comes naturally in life, you know	0.0
6476.2	6477.62	 Is he fucking hitting on me	1.0
6484.86	6486.88	 Stability dear family	0.0
6494.6	6498.12	 You take care of my niece my love i'll take care of everything over here	0.0
6507.42	6510.98	 We had literally a fuckload of money	1.0
6512.04	6518.14	 And emma could never carry all this by herself so I thought to myself who else has a european passport	0.0
6520.76	6525.62	 Now brad as a successful drug dealer spent his winters in the south of france	0.0
6525.88	6532.18	 Which is where he met his wife shantal a stripper of slovenian origin born and of all places	0.0
6533.12	6533.82	 switzerland	0.0
6538.7	6539.72	 Well, this is fucked	1.0
6540.88	6541.96	 Oh, no shit	1.0
6546.4	6548.72	 Like this will take like 50 trips	0.0
6553.7	6555.96	 Let me ask you some work what about her family	0.0
6556.8	6557.36	 All right	0.0
6557.7	6559.56	 I mean they all got swiss passports, right?	0.0
6560.26	6563.32	 I mean, she's got parents. She's got a brother, right brother's got a wife	0.0
6563.34	6569.23	 That's five fucking people six seven trips boom, right? They're all fucking swiss and it's like her they'll do it to do that	1.0
6569.23	6574.36	 At least I have a family of crook knows fuck. Hey, uh, uh, don't forget about my money	1.0
6576.68	6579.96	 I'm sorry. What's that? Hey, I forgot to tell you he's got some he's got some money	0.0
6581.76	6585.94	 You got a couple of mil coming in like a week. Yeah, when it gets in i'll give you a call you come pick it up	0.0
6589.24	6590.08	 You give me a call	0.0
6592.32	6595.08	 When it gets here i'll give you a call and you'll come pick it up	0.0
6595.8	6597.48	 Well, we don't fucking work for you, man	1.0
6598.44	6602.56	 Sweetheart you have my money taped to your tits. Okay, technically you do work for me	1.0
6606.18	6610.04	 Yeah, joan we're gonna need to talk if I fucking do this i'm telling you right now I ain't going to him	1.0
6610.42	6613.78	 Okay, i'm not fucking schvarts. I don't do fucking pickups. All right, listen to me	1.0
6613.88	6617.94	 We meet someplace that I fucking say and you tell that fucking piece of shit. He comes correct	1.0
6618.34	6622.54	 He comes in all fucking loopy and fucked up. I swear to god i'm gonna mash that douchebag's teeth. That's fucking	1.0
6623.22	6625.19	 Who's fucking teeth in who's fucking	1.0
6625.19	6630.7	 Teeth you're gonna mash it. I put the money on that fucking table. Not you. I'm the reason we have this whole fucking deal	1.0
6630.7	6632.72	 I have a gun you fucking idiot. Fuck his gun	1.0
6634.12	6638.64	 You know what you're a fucking pill dealer. I got five more just like you bro. You wanna keep talking	1.0
6639.62	6643.04	 You know what else you dress like shit, so fuck you mother	1.0
6643.04	6646.3	 Oh jeez, how about that faggot who's a faggot?	1.0
6647.28	6647.64	 Okay	0.0
6651.18	6659.0	 The next day aunt emma flew to geneva two million in cash in her carry-on which in the big picture was a drop in the swiss buck	0.0
6660.34	6668.16	 Because the following month over the course of six round trips shantall's family and friends smuggled in over 20 million in cash	0.0
6668.26	6669.3	 without even a hiccup	0.0
6673.42	6674.44	 Oh	0.0
6685.38	6686.88	 Are you swiss slovakian	0.0
6705.46	6705.48	 Oh	0.0
6713.72	6716.16	 Put the fucking car parked you fucking idiot	1.0
6718.08	6719.94	 Can't close the briefcase	0.0
6720.5	6724.88	 One fucking day one fucking day you couldn't keep it together. I'm fucked up right?	1.0
6726.16	6727.18	 Fuck fuck up	1.0
6733.26	6735.32	 It's a joke it's a joke i'm sober	1.0
6735.44	6741.26	 Jesus fucking christ fucking joke fucking stupid stupid fucking driving you like a fucking maniac	1.0
6741.36	6744.02	 You know the attention that that fucking draws. I'm not stupid	1.0
6744.66	6752.56	 I'm smart. I make million dollar deals with smart important people unlike you people who don't suck a punch people	1.0
6752.9	6757.48	 When they're scared, okay scared and by the way, I haven't gotten an apology yet for that	0.0
6758.1	6761.99	 I check my fucking messages every day when I come home from work my answering machine zero	1.0
6761.99	6764.24	 I got a blinking light because I don't have shit from you	1.0
6764.52	6768.84	 You know, I got my wife. I got my wife checking the messages every 45 minutes calling the office	0.0
6769.18	6774.14	 Has brad apologized yet? Is there an apology message on the machine? I don't have jack shit. You know what?	1.0
6774.26	6777.88	 That's not how you treat people. You got a big fucking mouth. You know, i'm gonna give you a fucking pass	1.0
6777.92	6780.32	 Just give me the case. You're gonna give me a pass	0.0
6781.0	6786.72	 Look, it's a figure of fucking speech. Oh my gosh the emperor of foxville came down from foxville to give me a pass	1.0
6787.0	6791.52	 Hey, what are the citizens of foxville doing today when the emperor's gone? Is it is it mayhem?	0.0
6792.38	6796.3	 Are people looting and raping? What are all the little fuckheads doing while you're here?	1.0
6797.4	6803.64	 You back the fuck up i'll fucking see that i've ever caused in my life if you come at me again	1.0
6804.38	6805.86	 Just fucking you know what?	1.0
6807.74	6810.98	 I don't want to be out of line anything, but I think you like like me like you	0.0
6812.18	6814.52	 Like when you come at me, what the fuck is the matter with you?	1.0
6814.52	6819.96	 What the fuck I just noticed you have like a fucking like like a twinkle you have like a twinkle	1.0
6820.04	6824.92	 Did you try and kiss me bro? Jesus fucking christ i'm with you. I have like a i don't know	1.0
6824.92	6829.58	 I just listen it's not a homophobic thing. All right, you're just not the one for me. Cal. Okay. You know what I mean?	0.0
6829.58	6832.6	 It's not it's not about that for me. You know, i've heard enough please	0.0
6833.16	6836.9	 Betty give me the fucking case. Okay, i'm gonna give you the case. Give me the case. You gotta do me one favor	1.0
6836.9	6838.66	 What's that? You gotta take this case	0.0
6838.66	6840.54	 You gotta drive straight home	0.0
6840.84	6844.26	 Need you to open up the briefcase and you take out every single dollar	0.0
6844.26	6849.24	 Don't leave one dollar inside the briefcase and once you have it all neatly organized outside of the briefcase	0.0
6849.64	6855.08	 I need you to take it. I need to shove it right up your wife's slot being cunt. You understand my fucking wife	1.0
6856.92	6857.82	 Fucking piece of shit	1.0
6868.52	6871.42	 Drop the case put your hands in the air get the hell	1.0
6879.24	6879.62	 Fuck	1.0
6888.64	6891.84	 It's joy do I have a surprise for you	0.0
6892.48	6898.9	 What's that 20 wheel lemons retired pharmacist client of mine. They've been in the safe for 15 fucking kidding me lemons	1.0
6900.1	6904.6	 They're gonna knock us on our fucking heads when it comes to quail ludes the lemon	1.0
6904.62	6907.98	 714 was the holy grail. Can you believe it?	0.0
6908.78	6912.42	 I thought they were like a myth three times as powerful as anything available today	0.0
6912.42	6915.72	 Look at these babies boy donnie really knew how to celebrate	0.0
6916.26	6923.16	 He said he was saving these for a special occasion like a birthday or being clap free or our money arriving safely in switzerland	0.0
6927.46	6932.44	 So that night I cleared my schedule and I rid my body of anything that could fuck with my high	1.0
6934.02	6935.56	 It was celebration time	0.0
6936.28	6940.22	 Okay, thought of it once the elbow my guy says all we need is one	0.0
6943.08	6944.16	 Salud cheers	0.0
6951.52	6957.7	 I think I got it figured out. It must be one pull for up and two pulls for down	0.0
6966.24	6968.02	 I feel anything	0.0
6972.02	6972.4	 No	0.0
6975.66	6976.9	 Been 35 minutes	0.0
6980.28	6982.78	 Maybe we built up a tolerance after all these years, huh?	0.0
6996.82	7000.44	 This is bullshit my metabolism is popping I can't feel shit	1.0
7001.44	7004.08	 They're old. I think they lost their potency, huh?	0.0
7004.86	7005.54	 Check the box	0.0
7009.42	7015.15	 January 81 they're fucking duds let's take uh, let's take two more each	1.0
7015.15	7015.64	 Yeah	0.0
7024.04	7030.98	 What are you two retards doing we're working out honey, we're both ditos on the phone, okay, okay, okay	1.0
7033.8	7038.93	 Hey, what's going on jordan listen to me clearly I cannot talk to you on this phone I have to talk to you	0.0
7038.93	7045.6	 Get out of here what's going on listen to me leave the fucking house jordan and then call me from a payphone	1.0
7045.72	7047.3	 This is not a fucking joke jordan	1.0
7047.9	7048.82	 Yeah, yeah, yeah	0.0
7049.92	7054.11	 Shit listen, what do you say? I don't know what the fuck's going on. I gotta go. Is everything okay?	1.0
7054.11	7054.54	 Sure	0.0
7065.36	7068.62	 The closest payphone I could get to was at the brookville country club	0.0
7070.02	7073.94	 It was a real wasp stronghold just a mile down the road from my house	0.0
7084.48	7086.9	 Hey, bro, what's up? It's me. What's going on? I did pay phone. What's going on?	0.0
7087.98	7091.46	 Please your little friend there brad your little buddy. He's in jail	0.0
7092.66	7094.26	 What the fuck is he in jail for what he do?	1.0
7094.26	7097.72	 I don't know what he did my friends in long island told me he got picked up in some	0.0
7097.98	7102.2	 Fucking shopping mall. He got locked up. I wait wait. Did you wait? Wait, did you say a shopping mall?	1.0
7102.2	7106.78	 Yeah, he was with donnie. He was supposed to deliver some money than that fucking fat piece of shit	1.0
7106.78	7112.36	 I'm gonna go fucking talk to him right now. Listen to me. Don't go listen to me that guy denim that fbi agent guy	1.0
7112.74	7120.02	 Somebody told me he's got your phones tapped your office in your home. Don't talk on the motherfucking phone. Fuck. I got it. I got it	1.0
7120.02	7121.34	 I got it. I got it jordan	0.0
7123.0	7128.56	 You didn't try to bribe this fucking fbi agent. Did you no? I didn't try to bribe an fbi agent	1.0
7128.56	7132.86	 You think i'm not fucking stupid? No, what the fuck you say? I can't understand say that again	1.0
7133.42	7135.72	 I said, well, I'm gonna see him. Yes, right	0.0
7136.2	7137.86	 What the fuck are you saying?	1.0
7139.92	7140.46	 I said	0.0
7154.54	7159.42	 After 15 years in storage the lemons had developed a delayed fuse	0.0
7160.54	7163.68	 It took 90 minutes for these little fuckers to kick in but once they did	1.0
7164.52	7164.98	 pow	0.0
7166.02	7169.4	 I mean I had skipped the tingle phase and went straight to the drool phase	0.0
7171.12	7177.48	 These little bastards were so strong. I discovered a whole new phase the cerebral palsy phase	1.0
7180.04	7181.4	 Come on stand up	0.0
7186.12	7187.62	 Okay walking's out	0.0
7189.04	7191.0	 All right, think think what else is there	0.0
7193.68	7194.48	 I can crawl I can crawl like skylar	0.0
7220.9	7230.5	 Fuck the kid makes it look so goddamn easy	1.0
7238.06	7246.12	 Think you motherfucker think yes. I got it. I've got it. I can roll I can roll	1.0
7253.38	7253.4	 Oh	0.0
7281.92	7282.26	 Oh	0.0
7311.46	7312.94	 Oh	0.0
7328.86	7329.28	 Jordan	0.0
7340.9	7345.08	 I don't know what the fuck you're saying. Look, you need to get home. Donny is out of control	1.0
7345.12	7348.16	 He's on the other line with some swiss guy. I don't know	0.0
7352.66	7354.98	 I can't understand you	0.0
7360.3	7361.74	 Just get home hurry	0.0
7371.64	7378.08	 I was less than a mile from home. I drove as slow as I fucking could i'd seen jello move faster	1.0
7381.36	7385.5	 I'm gonna be late. You ate two million	0.0
7387.06	7391.16	 Later get off the phone get off the fucking phone idiot	1.0
7397.24	7400.24	 You hate two million no, you don't hate two million donny	1.0
7400.9	7402.24	 I	0.0
7402.38	7407.08	 By some miracle I made it home alive not a scratch on me or the car	0.0
7418.92	7420.94	 Jesus fucking christ	1.0
7425.62	7427.5	 Is fucking good, right	1.0
7430.98	7431.66	 Fuck	1.0
7438.3	7441.06	 Your daughter's in the house, I hope you know that fucking	1.0
7453.44	7454.24	 I'm behind	0.0
7460.96	7462.58	 Oh	0.0
7478.44	7479.94	 What what	0.0
7491.04	7492.3	 Hey	0.0
7493.74	7497.2	 What did you do you piece of shit	1.0
7505.84	7506.88	 I got you	0.0
7521.04	7521.88	 Romeo	0.0
7531.66	7532.82	 What the fuck happened	1.0
7535.36	7543.18	 Jordan Jordan, are you right donny donny donny donny's not breathe. Oh fuck. I don't know what to do	1.0
7543.74	7546.48	 Jordan, I don't know what the fuck to do. I can't help it. Oh my god, Jordan	1.0
7546.5	7550.96	 Help me. Oh my god. I think he's choking Jordan do something	0.0
7551.8	7552.88	 I got you	0.0
7553.62	7555.48	 Not breathing Jordan. You gotta do something	0.0
7557.24	7558.56	 Oh shit, oh my god	1.0
7561.08	7562.66	 I got you	0.0
7576.66	7578.6	 Oh	0.0
7579.54	7580.94	 Oh	0.0
7582.02	7585.04	 Suicide oh god	1.0
7604.02	7605.96	 Jordan he's not breathing. You gotta do something	0.0
7605.96	7610.6	 Jordan he's a father. He's got fucking kids do something	1.0
7634.0	7635.02	 All right	0.0
7635.94	7636.8	 Ah	0.0
7649.54	7653.22	 Mr. Belfort mr. Belfort	0.0
7659.74	7665.4	 Sir we need to ask you some questions you fucking kidding me. Fuck you. Come on get up	1.0
7666.06	7667.68	 Get the fuck out of my house	1.0
7669.4	7669.92	 Let's go	0.0
7681.26	7685.46	 Your car tonight mr. Belfort well	0.0
7689.36	7692.48	 Wow, maybe I hadn't made it home. Okay	0.0
7695.94	7697.02	 Yeah	0.0
7718.7	7722.22	 Did you drive that car tonight	0.0
7727.0	7733.94	 Family man family man, honey. It was a miracle. I wasn't killed. Well, you know that I didn't kill anybody else	0.0
7734.98	7739.76	 The cops took me in for questioning but they couldn't charge me. They had no proof. I was even behind the wheel	0.0
7740.76	7745.52	 Meanwhile brad did three months in jail for contempt because he wouldn't rat donny out	0.0
7746.78	7752.78	 The result I was scott-free, but I had eyes on me like never before you're a lucky man, jordan	0.0
7753.48	7755.28	 You're lucky to be alive let alone not in jail	0.0
7756.7	7759.02	 You know, I don't believe in luck, right? But it's time	0.0
7759.82	7763.16	 Please let me call the sec and cut a deal before your luck runs out	0.0
7764.2	7765.2	 Wait for daddy	0.0
7766.72	7767.42	 Hey, sweetie	0.0
7773.68	7776.06	 What kind of terms would you be talking about if I uh	0.0
7777.22	7780.7	 I don't know. You know you plead guilty to a handful of securities violations	0.0
7781.52	7786.38	 Stock manipulation high pressure sales tactics ticky tack shit like that, you know	1.0
7787.52	7791.2	 Pay a couple million dollars in fines and exchange the sec fucks off till the end of time	1.0
7795.2	7795.72	 Stratton	0.0
7796.8	7803.46	 What happened is a stratin I mean, it's driving. There's no way. I mean you gotta walk away, right? Let donnie be in charge, right donnie	0.0
7805.36	7809.1	 Now the fbi is another animal completely they'll still be pursuing you for criminal wrongdoing	1.0
7809.1	7811.04	 However with you stepping down voluntarily	0.0
7812.2	7815.52	 My guess is that your best friend agent denham will be standing around with his dick in his hand	1.0
7817.74	7818.2	 Jordan	0.0
7819.06	7824.92	 What do you have to think about you you you beat them you won god knows you never have to work again	0.0
7825.94	7829.32	 What are you gonna do spend the rest of your life in jail? Is that what you want? No, okay	0.0
7830.08	7836.16	 Okay, you got all the money in the world. You need everybody else's money. Of course not. Well, you know, I built it	0.0
7836.32	7839.34	 I know you built it you built it. So now preserve it	0.0
7865.96	7872.66	 You know five years ago when I started stratton oakmont with donnie aes off	0.0
7872.66	7875.8	 I knew the day would eventually come where i'd have to be moving on	0.0
7878.14	7881.58	 And it's truly with a heavy heart that i'm i'm here to say that	0.0
7882.74	7882.86	 That that day is finally here	0.0
7889.22	7889.84	 I want to I want to thank you all	0.0
7891.72	7897.28	 For your years of loyalty and admiration but uh the point is this	0.0
7898.58	7902.48	 Under donnie's leadership along with nicky koskoff and then robbie feinberg	0.0
7904.5	7908.22	 Moving into key management positions. This place really is it's going to be better than ever that I promise you	0.0
7908.22	7910.68	 This is ellis island here people	0.0
7911.16	7917.1	 Okay, who you are where you're from whether your relatives came over on a fucking mayflower or an inner tube from haiti?	1.0
7919.56	7922.46	 This right here is the land of opportunity stratton oakmont is america	0.0
7925.7	7927.84	 And this is the land of opportunity	0.0
7929.22	7933.02	 This is the land of opportunity stratton oakmont is america	0.0
7933.02	7933.62	 Is america	0.0
7937.8	7941.46	 All of you know kimmy belzer, right yes we do fuck you	1.0
7942.06	7948.9	 Come on, what you probably didn't know is kimmy was one of the first brokers here one of stratton's original 20	0.0
7950.3	7954.88	 Now most of you met kimmy the beautiful sophisticated woman that she is today	0.0
7955.72	7956.72	 a woman that wears	0.0
7956.96	7958.8	 $3,000 umani suits	0.0
7960.72	7962.5	 Drives a brand new mercedes-benz	0.0
7964.0	7968.78	 A woman who spends her winters in the bahamas and her summers in the hamptons	0.0
7974.56	7975.82	 That's not the kimmy that I met	0.0
7979.98	7982.6	 The kimmy that I met didn't have two nickels to rub together	0.0
7984.78	7988.22	 She was a single mom on the balls of her ass with an eight-year-old son	1.0
7989.3	7991.34	 Okay, she was three months behind on her rent	0.0
7993.2	7995.52	 And when she came to me and asked me for a job	0.0
7996.86	8001.68	 She asked for a five thousand dollar advance just just so she could pay his son's tuition	0.0
8006.96	8007.48	 What I do	0.0
8012.1	8015.38	 You wrote me a check for 25 000	0.0
8020.58	8020.6	 And	0.0
8023.94	8025.04	 And you know why that is	0.0
8029.14	8030.56	 It's because I believed in you	0.0
8033.2	8034.84	 It's because I believed in you kimmy	0.0
8036.46	8040.02	 Just like I believe in each and every one of you here today	0.0
8040.18	8045.32	 I fucking love you jordan. I fucking love you. I fucking love you. I love you. I fucking love you, too	1.0
8045.56	8047.18	 My fucking love you, too	1.0
8048.1	8051.54	 And I love all of you	0.0
8052.7	8055.04	 And I love all of you from the bottom of my heart	0.0
8056.64	8057.08	 I mean it	0.0
8067.78	8068.72	 Shame you know because	0.0
8071.08	8074.82	 For years i've been telling you guys never to take no for an answer, right?	0.0
8074.82	8081.18	 You know to to keep pushing to never hang up the phone until you get what you want	0.0
8082.88	8084.16	 Because you all deserve it	0.0
8086.48	8088.42	 You know this fucking deal that i'm about to sign	1.0
8090.18	8095.86	 Borrowing me from the securities industry borrowing me from stratton my home	0.0
8099.38	8101.18	 The fuck is that you know	1.0
8102.88	8104.46	 I'll tell you what it is. It's it's	0.0
8105.74	8108.0	 It's me taking no for an answer you know	0.0
8110.26	8113.78	 It's them it's them selling me not the other way around it's	0.0
8115.56	8117.26	 It's me being a hypocrite is what it is	1.0
8123.56	8123.96	 So	0.0
8131.98	8132.64	 You know what	0.0
8135.12	8137.96	 I'm not leaving	0.0
8139.68	8141.94	 I'm not leaving	0.0
8143.72	8146.1	 I'm not fucking leaving	1.0
8154.08	8156.48	 The show goes on	0.0
8159.04	8164.72	 This is my home they're gonna need a fucking wrecking ball to take me out	1.0
8164.92	8165.38	 of here	0.0
8167.54	8173.46	 They're gonna need to send in the national guard or fucking swat team because I ain't going nowhere	1.0
8194.74	8195.38	 Oh	0.0
8224.74	8225.44	 Oh	0.0
8233.58	8242.36	 Howdy d mazel tov you irishman jordan dolfert just welts on his deal at the sec is back in the ocean happy hunting	0.0
8255.7	8260.32	 It was our time to party big and just as brad was released from jail, too	0.0
8261.64	8264.98	 I apologized even offered to pay him for his time in the can	0.0
8266.12	8269.62	 But he said no that he was out. He didn't want any part of us	0.0
8270.28	8271.28	 sad thing was	0.0
8271.86	8272.82	 Two years later	0.0
8273.42	8274.22	 He was dead	0.0
8275.32	8277.12	 massive heart attack 35	0.0
8278.62	8279.96	 Same age mozart died	0.0
8280.96	8283.38	 not that they ever held a lot in common, but	0.0
8284.42	8285.74	 Anyway, I don't know why that came to mind	0.0
8289.2	8291.56	 Within days subpoenas started flying	0.0
8292.48	8299.84	 Notices to produce documents depositions you name it donnie couldn't drink water fast enough united states government wants to get me subpoena	0.0
8300.08	8302.0	 Here's what we do with subpoenas a strand of money	0.0
8309.5	8311.72	 Fuck you, usa fuck you	1.0
8313.3	8343.2	 Fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck	1.0
8343.22	8347.16	 You went on for months it was a total fucking harassment	1.0
8348.8	8352.64	 But not a single strat night cracked Gladys Carrera	0.0
8354.18	8361.88	 Doesn't ring a bell. Sorry. I have no recommendation of that. No no no idea. I don't recall that transaction you guys are remote	0.0
8362.92	8368.22	 Absolutely not Francis Ortiz you called so many times. I just thought you might remember that	0.0
8368.88	8374.31	 Would you remember any of those I do not recall any of that this Abdul I do not know I don't recall	0.0
8374.31	8378.96	 I do know it was a long phone call. Just wonder if you have any memory of that okay?	0.0
8379.22	8384.7	 You know we've talked to several of the employees at this firm and nobody can recall anything about the Steve Madden IPO. It's I	0.0
8384.9	8386.36	 Think it's odd	0.0
8389.76	8391.34	 Carter's corporation mmm	0.0
8392.36	8394.68	 You do you recall it? No, I don't recall that at all	0.0
8395.7	8400.34	 Excuse me I have to ask is that your real hair are you gonna say anything about that	0.0
8401.42	8406.04	 You're gonna come down my hair. I said how we're doing is this personal questions. I don't wonder why you would wear something like that	0.0
8412.0	8416.46	 So you don't have a rare condition requires me to drink one of those every 15 minutes, please	0.0
8417.76	8422.88	 We were specifically advised not to leave the country so we took our wives to Italy	0.0
8423.48	8427.04	 We figured we were safer working from overseas giving orders to Rugrat	0.0
8427.46	8431.36	 Nobody could arrest us and nobody could prove. I was still running stratton from a yacht	0.0
8437.6	8444.02	 We have a problem okay your friend Steve Madden is unloading shares. Oh, what do you say who told you that?	0.0
8448.48	8449.88	 Who told you that's bullshit	1.0
8453.12	8458.44	 What's going on look I'm watching the screen and huge chunks of Steve Madden are being sold	0.0
8458.46	8462.65	 Okay, it's not coming from us. So it's got to be Steve. He's the only person with that many chairs	0.0
8462.65	8467.7	 They call me back. All right, Donnie. It's your little friend is trying to fuck me. You know that your little friend is trying to fuck	1.0
8467.7	8471.28	 Me right? Yes, get him on the phone now anything. Yeah, let's not jump to conclusions	0.0
8471.98	8478.5	 Even though I own 85% of Steve Cox sucking motherfucking Madden shoes the shares when his fucking name	1.0
8479.16	8483.63	 This motherfucker knew I was in trouble with the feds and was trying to take advantage. Come on talk to me, man	1.0
8483.63	8484.76	 How do you want to play this?	0.0
8485.2	8489.59	 Once you get all our clients on the phone right now and have him start selling Steve Madden who drive that fucking price down	1.0
8489.59	8493.04	 You hear me? You got to shut the fuck up. This is your fucking friend from high school	1.0
8495.96	8499.28	 Company to a penny stop you hear me you got it. Yes. I got	0.0
8508.66	8509.22	 Oh	0.0
8514.86	8516.12	 Baby baby, what happened?	0.0
8517.92	8519.02	 What's going on?	0.0
8533.18	8536.24	 Betty and I'm dead	0.0
8538.88	8546.0	 Fucking kidding me. No, you're serious. Oh my god, baby. That's oh	1.0
8549.28	8553.8	 Fucking heart attack boom snap gone shuffled off her mortal coil and	1.0
8554.26	8557.54	 20 million dollars stuck in a Swiss bank account	0.0
8561.34	8563.5	 God that's so fucking terrible	1.0
8563.58	8564.72	 Oh	0.0
8565.14	8572.94	 It is terrible you your aunt was such an elegant attractive woman my condolences to you. Yes. Yes, we're absolutely devastated	0.0
8573.2	8578.18	 Thank you. Thank you so much for your condolences. Now. Where does that leave us in regard to her account exactly?	0.0
8578.24	8579.66	 Does it go into probate or what?	0.0
8579.68	8586.48	 Not to worry you you aren't before she died signed a document naming you as her successor. She did	0.0
8588.18	8591.76	 Fantastic well, that's good news. Well not as of yet	0.0
8592.58	8593.44	 What does that mean?	0.0
8594.3	8598.44	 It's a possible. It's a possible for the fair very happy. No, I can't seem to hear you	0.0
8598.44	8603.7	 I must have bad reception. Are you speaking English? No, very now fast very fast	0.0
8604.24	8605.57	 I have to get to Switzerland now	0.0
8605.57	8607.51	 They should be no way to bat you much for a pause	0.0
8607.51	8614.27	 I think English fucking speak. Hey, okay. Thank you. Shoot. Thank you dick. Okay and move your ass, please	1.0
8614.27	8619.48	 Okay, boost on Q. Okay move my ass. Yeah, I gotta say these Swiss were some sneaky	1.0
8620.26	8625.95	 Motherfuckers within minutes. He had me set up with a forger who could fake and Emma's signature. You're making shit	1.0
8625.95	8630.24	 I just had to get there by tomorrow. I'll lose 20 million dollars	0.0
8635.34	8640.86	 Monaco so then we can go to Switzerland, okay, but her aunt just died. I realize that but I have business in Switzerland	0.0
8640.88	8643.88	 I need to go to Switzerland right now bottom line. Sorry	0.0
8644.68	8646.46	 We gotta get to London	0.0
8647.4	8648.42	 Why why?	0.0
8649.84	8656.66	 The funeral. Yeah, okay, babe. I love you and more than anyone in the entire world. I really did	0.0
8658.72	8664.8	 She's dead now, sweetie. She's dead and Jesus she's not going anywhere. She'll still be dead by the time we get to London. Okay	0.0
8665.66	8668.94	 Captain Ted captain. All right, we'll go to Monaco Monaco now	0.0
8668.94	8673.59	 Okay, Monica, we're going to Monaco so then we can drive to Switzerland so they don't stamp our passports	0.0
8673.59	8674.54	 Take care of business here	0.0
8674.66	8679.02	 We'll drive back to Monaco take a flight over to London to catch the funeral be in New York and three fucking business days	1.0
8679.04	8683.06	 Fucking plan. I want to let you know that we might run into some chop chop	1.0
8683.18	8688.88	 We could fucking handle chop, right? I mean it's 170 foot yacht. No, no, no, we're not going anywhere unless he says it's safe	1.0
8689.18	8694.09	 All right, don't worry about the safe shop. You don't know shit about shop. Oh really and you do you're fucking expert	1.0
8694.09	8696.32	 I'll chop your fucking credit card in half. How about that?	1.0
8697.08	8700.24	 Chop is fine. Trust me chop chop is fine. It's chopped fine captain	0.0
8702.3	8706.8	 Yeah, I mean if we take it slow and take it slow it's a little uncomfortable but tell him it's safe	0.0
8707.0	8709.8	 It's gonna be safe because what we'll batten down the hatches and	0.0
8710.7	8712.24	 secure the deck and	0.0
8712.96	8715.26	 Looking at a few maybe a few broken dishes	0.0
8717.0	8722.0	 What's a few broken dishes? That's not fucking awesome or what? Oh, not really right? We're gonna have a fucking good time	1.0
8722.0	8725.42	 Let's go to fucking Monica now, huh? Let's fucking move. Let's go	1.0
8736.94	8737.92	 Yeah	0.0
8749.76	8755.38	 We can't look at broads right over I am a master. Dive you hear that?	0.0
8755.38	8761.32	 I'm a master. Dive. No one's gonna fucking die. I got I got you. Trust me. Okay. I love you	1.0
8762.52	8763.7	 Just hold on tight	0.0
8767.82	8768.94	 Hold on baby	0.0
8769.44	8770.2	 I	0.0
8794.24	8796.94	 Will not die sober	0.0
8796.94	8799.5	 Get those fucking loans, okay	1.0
8827.0	8827.76	 Oh	0.0
8857.36	8858.0	 Sure	0.0
8860.32	8867.56	 Nice thing about getting rescued by Italians that they feed you make you drink red wine then you get to dance	0.0
8867.56	8867.98	 Oh	0.0
8885.34	8889.6	 Did you see that that was the plane I said to come get us	0.0
8891.16	8895.96	 I shit you not it exploded when a seagull flew into the engine three people killed	1.0
8897.44	8899.06	 Oh	0.0
8901.22	8905.26	 You want a sign from God after all this I finally got the message	0.0
8911.66	8917.72	 Do you dream of becoming financially independent but struggle every month just to pay your bills	0.0
8918.12	8921.78	 Would you like to own a home like this but can barely afford to pay your rent?	0.0
8922.34	8925.78	 My name is Jordan Belfort and there's no secret to wealth creation	0.0
8926.1	8932.72	 No matter who you are no matter where you came from you too can become financially independent in just a matter of months	0.0
8933.24	8936.92	 All you need is a strategy when I was 24 years old	0.0
8937.1	8941.29	 I made a decision not just to survive but to thrive at first	0.0
8941.29	8945.17	 I didn't feel like deals like these were possible, but we have the house and we have a	0.0
